Indicator;Country;Date;value
Deaths;Nigeria;3/09/2015;8
Cases;Sierra Leone;3/09/2015;13638
Deaths;Sierra Leone;3/09/2015;3953
Cases;Spain;3/09/2015;1
Deaths;Spain;3/09/2015;0
Deaths;United Kingdom;3/09/2015;0
Cases;United Kingdom;3/09/2015;1
Cases;United States of America;3/09/2015;4
Deaths;United States of America;3/09/2015;1
Deaths;Senegal;3/09/2015;0
Cases;Senegal;4/09/2015;1
Deaths;Guinea;4/09/2015;2529
Cases;Guinea;4/09/2015;3792
Deaths;Italy;4/09/2015;0
Cases;Italy;4/09/2015;1
Cases;Liberia;4/09/2015;10666
Deaths;Liberia;4/09/2015;4806
Cases;Liberia 2;4/09/2015;6
Deaths;Liberia 2;4/09/2015;2
Deaths;Mali;4/09/2015;6
Cases;Mali;4/09/2015;8
Cases;Nigeria;4/09/2015;20
Deaths;Nigeria;4/09/2015;8
Cases;Sierra Leone;4/09/2015;13639
Deaths;Sierra Leone;4/09/2015;3953
Cases;Spain;4/09/2015;1
Deaths;Spain;4/09/2015;0
Deaths;United Kingdom;4/09/2015;0
Cases;United Kingdom;4/09/2015;1
Cases;United States of America;4/09/2015;4
Deaths;United States of America;4/09/2015;1
Deaths;Senegal;4/09/2015;0
Cases;Senegal;7/09/2015;1
Deaths;Guinea;7/09/2015;2530
Cases;Guinea;7/09/2015;3793
Deaths;Italy;7/09/2015;0
Cases;Italy;7/09/2015;1
Deaths;Liberia;7/09/2015;4806
Cases;Liberia;7/09/2015;10666
Deaths;Liberia 2;7/09/2015;2
Cases;Liberia 2;7/09/2015;6
Deaths;Mali;7/09/2015;6
Cases;Mali;7/09/2015;8
Cases;Nigeria;7/09/2015;20
Deaths;Nigeria;7/09/2015;8
Deaths;Sierra Leone;7/09/2015;3953
Cases;Sierra Leone;7/09/2015;13670
Cases;Spain;7/09/2015;1
Deaths;Spain;7/09/2015;0
Deaths;United Kingdom;7/09/2015;0
Cases;United Kingdom;7/09/2015;1
Cases;United States of America;7/09/2015;4
Deaths;United States of America;7/09/2015;1
Deaths;Senegal;7/09/2015;0
Cases;Senegal;8/09/2015;1
Cases;Guinea;8/09/2015;3792
Deaths;Guinea;8/09/2015;2530
Deaths;Italy;8/09/2015;0
Cases;Italy;8/09/2015;1
Deaths;Liberia;8/09/2015;4806
Cases;Liberia;8/09/2015;10666
Cases;Liberia 2;8/09/2015;6
Deaths;Liberia 2;8/09/2015;2
Deaths;Mali;8/09/2015;6
Cases;Mali;8/09/2015;8
Cases;Nigeria;8/09/2015;20
Deaths;Nigeria;8/09/2015;8
Deaths;Sierra Leone;8/09/2015;3953
Cases;Sierra Leone;8/09/2015;13683
Cases;Spain;8/09/2015;1
Deaths;Spain;8/09/2015;0
Deaths;United Kingdom;8/09/2015;0
Cases;United Kingdom;8/09/2015;1
Cases;United States of America;8/09/2015;4
Deaths;United States of America;8/09/2015;1
Deaths;Senegal;8/09/2015;0
Cases;Senegal;9/09/2015;1
Deaths;Guinea;9/09/2015;2530
Cases;Guinea;9/09/2015;3792
Deaths;Italy;9/09/2015;0
Cases;Italy;9/09/2015;1
Deaths;Liberia;9/09/2015;4806
Cases;Liberia;9/09/2015;10666
Cases;Liberia 2;9/09/2015;6
Deaths;Liberia 2;9/09/2015;2
Deaths;Mali;9/09/2015;6
Cases;Mali;9/09/2015;8
Cases;Nigeria;9/09/2015;20
Deaths;Nigeria;9/09/2015;8
Cases;Sierra Leone;9/09/2015;13683
Deaths;Sierra Leone;9/09/2015;3953
Cases;Spain;9/09/2015;1
Deaths;Spain;9/09/2015;0
Deaths;United Kingdom;9/09/2015;0
Cases;United Kingdom;9/09/2015;1
Cases;United States of America;9/09/2015;4
Deaths;United States of America;9/09/2015;1
Deaths;Senegal;9/09/2015;0
Cases;Senegal;10/09/2015;1
Deaths;Guinea;10/09/2015;2530
Cases;Guinea;10/09/2015;3791
Deaths;Italy;10/09/2015;0
Cases;Italy;10/09/2015;1
Cases;Liberia;10/09/2015;10666
Deaths;Liberia;10/09/2015;4806
Deaths;Liberia 2;10/09/2015;2
Cases;Liberia 2;10/09/2015;6
Deaths;Mali;10/09/2015;6
Cases;Mali;10/09/2015;8
Cases;Nigeria;10/09/2015;20
Deaths;Nigeria;10/09/2015;8
Cases;Sierra Leone;10/09/2015;13697
Deaths;Sierra Leone;10/09/2015;3953
Cases;Spain;10/09/2015;1
Deaths;Spain;10/09/2015;0
Deaths;United Kingdom;10/09/2015;0
Cases;United Kingdom;10/09/2015;1
Cases;United States of America;10/09/2015;4
Deaths;United States of America;10/09/2015;1
Deaths;Senegal;10/09/2015;0
Cases;Senegal;11/09/2015;1
Deaths;Guinea;11/09/2015;2530
Cases;Guinea;11/09/2015;3791
Deaths;Italy;11/09/2015;0
Cases;Italy;11/09/2015;1
Cases;Liberia;11/09/2015;10666
Deaths;Liberia;11/09/2015;4806
Cases;Liberia 2;11/09/2015;6
Deaths;Liberia 2;11/09/2015;2
Deaths;Mali;11/09/2015;6
Cases;Mali;11/09/2015;8
Cases;Nigeria;11/09/2015;20
Deaths;Nigeria;11/09/2015;8
Deaths;Sierra Leone;11/09/2015;3953
Cases;Sierra Leone;11/09/2015;13701
Cases;Spain;11/09/2015;1
Deaths;Spain;11/09/2015;0
Deaths;United Kingdom;11/09/2015;0
Cases;United Kingdom;11/09/2015;1
Cases;United States of America;11/09/2015;4
Deaths;United States of America;11/09/2015;1
Deaths;Senegal;11/09/2015;0
Cases;Senegal;14/09/2015;1
Cases;Guinea;14/09/2015;3793
Deaths;Guinea;14/09/2015;2530
Deaths;Italy;14/09/2015;0
Cases;Italy;14/09/2015;1
Deaths;Liberia;14/09/2015;4806
Cases;Liberia;14/09/2015;10666
Cases;Liberia 2;14/09/2015;6
Deaths;Liberia 2;14/09/2015;2
Deaths;Mali;14/09/2015;6
Cases;Mali;14/09/2015;8
Cases;Nigeria;14/09/2015;20
Deaths;Nigeria;14/09/2015;8
Deaths;Sierra Leone;14/09/2015;3953
Cases;Sierra Leone;14/09/2015;13747
Cases;Spain;14/09/2015;1
Deaths;Spain;14/09/2015;0
Deaths;United Kingdom;14/09/2015;0
Cases;United Kingdom;14/09/2015;1
Cases;United States of America;14/09/2015;4
Deaths;United States of America;14/09/2015;1
Deaths;Senegal;14/09/2015;0
Cases;Senegal;15/09/2015;1
Deaths;Guinea;15/09/2015;2530
Cases;Guinea;15/09/2015;3792
Deaths;Italy;15/09/2015;0
Cases;Italy;15/09/2015;1
Deaths;Liberia;15/09/2015;4806
Cases;Liberia;15/09/2015;10666
Deaths;Liberia 2;15/09/2015;2
Cases;Liberia 2;15/09/2015;6
Deaths;Mali;15/09/2015;6
Cases;Mali;15/09/2015;8
Cases;Nigeria;15/09/2015;20
Deaths;Nigeria;15/09/2015;8
Deaths;Sierra Leone;15/09/2015;3953
Cases;Sierra Leone;15/09/2015;13756
Cases;Spain;15/09/2015;1
Deaths;Spain;15/09/2015;0
Deaths;United Kingdom;15/09/2015;0
Cases;United Kingdom;15/09/2015;1
Cases;United States of America;15/09/2015;4
Deaths;United States of America;15/09/2015;1
Deaths;Senegal;15/09/2015;0
Cases;Senegal;16/09/2015;1
Cases;Guinea;16/09/2015;3792
Deaths;Guinea;16/09/2015;2530
Deaths;Italy;16/09/2015;0
Cases;Italy;16/09/2015;1
Deaths;Liberia;16/09/2015;4806
Cases;Liberia;16/09/2015;10666
Cases;Liberia 2;16/09/2015;6
Deaths;Liberia 2;16/09/2015;2
Deaths;Mali;16/09/2015;6
Cases;Mali;16/09/2015;8
Cases;Nigeria;16/09/2015;20
Deaths;Nigeria;16/09/2015;8
Cases;Sierra Leone;16/09/2015;13756
Deaths;Sierra Leone;16/09/2015;3953
Cases;Spain;16/09/2015;1
Deaths;Spain;16/09/2015;0
Deaths;United Kingdom;16/09/2015;0
Cases;United Kingdom;16/09/2015;1
Cases;United States of America;16/09/2015;4
Deaths;United States of America;16/09/2015;1
Deaths;Senegal;16/09/2015;0
Cases;Senegal;17/09/2015;1
Deaths;Guinea;17/09/2015;2530
Cases;Guinea;17/09/2015;3794
Deaths;Italy;17/09/2015;0
Cases;Italy;17/09/2015;1
Cases;Liberia;17/09/2015;10666
Deaths;Liberia;17/09/2015;4806
Cases;Liberia 2;17/09/2015;6
Deaths;Liberia 2;17/09/2015;2
Deaths;Mali;17/09/2015;6
Cases;Mali;17/09/2015;8
Cases;Nigeria;17/09/2015;20
Deaths;Nigeria;17/09/2015;8
Deaths;Sierra Leone;17/09/2015;3955
Cases;Sierra Leone;17/09/2015;13779
Cases;Spain;17/09/2015;1
Deaths;Spain;17/09/2015;0
Deaths;United Kingdom;17/09/2015;0
Cases;United Kingdom;17/09/2015;1
Cases;United States of America;17/09/2015;4
Deaths;United States of America;17/09/2015;1
Deaths;Senegal;17/09/2015;0
Cases;Senegal;18/09/2015;1
Cases;Guinea;18/09/2015;3794
Deaths;Guinea;18/09/2015;2531
Deaths;Italy;18/09/2015;0
Cases;Italy;18/09/2015;1
Cases;Liberia;18/09/2015;10666
Deaths;Liberia;18/09/2015;4806
Cases;Liberia 2;18/09/2015;6
Deaths;Liberia 2;18/09/2015;2
Deaths;Mali;18/09/2015;6
Cases;Mali;18/09/2015;8
Cases;Nigeria;18/09/2015;20
Deaths;Nigeria;18/09/2015;8
Cases;Sierra Leone;18/09/2015;13785
Deaths;Sierra Leone;18/09/2015;3955
Cases;Spain;18/09/2015;1
Deaths;Spain;18/09/2015;0
Deaths;United Kingdom;18/09/2015;0
Cases;United Kingdom;18/09/2015;1
Cases;United States of America;18/09/2015;4
Deaths;United States of America;18/09/2015;1
Deaths;Senegal;18/09/2015;0
Cases;Senegal;21/09/2015;1
Cases;Guinea;21/09/2015;3797
Deaths;Guinea;21/09/2015;2532
Deaths;Italy;21/09/2015;0
Cases;Italy;21/09/2015;1
Deaths;Liberia;21/09/2015;4806
Cases;Liberia;21/09/2015;10666
Cases;Liberia 2;21/09/2015;6
Deaths;Liberia 2;21/09/2015;2
Deaths;Mali;21/09/2015;6
Cases;Mali;21/09/2015;8
Cases;Nigeria;21/09/2015;20
Deaths;Nigeria;21/09/2015;8
Deaths;Sierra Leone;21/09/2015;3955
Cases;Sierra Leone;21/09/2015;13811
Cases;Spain;21/09/2015;1
Deaths;Spain;21/09/2015;0
Deaths;United Kingdom;21/09/2015;0
Cases;United Kingdom;21/09/2015;1
Cases;United States of America;21/09/2015;4
Deaths;United States of America;21/09/2015;1
Deaths;Senegal;21/09/2015;0
Cases;Senegal;22/09/2015;1
Deaths;Guinea;22/09/2015;2532
Cases;Guinea;22/09/2015;3800
Deaths;Italy;22/09/2015;0
Cases;Italy;22/09/2015;1
Deaths;Liberia;22/09/2015;4806
Cases;Liberia;22/09/2015;10666
Deaths;Liberia 2;22/09/2015;2
Cases;Liberia 2;22/09/2015;6
Deaths;Mali;22/09/2015;6
Cases;Mali;22/09/2015;8
Cases;Nigeria;22/09/2015;20
Deaths;Nigeria;22/09/2015;8
Deaths;Sierra Leone;22/09/2015;3955
Cases;Sierra Leone;22/09/2015;13823
Cases;Spain;22/09/2015;1
Deaths;Spain;22/09/2015;0
Deaths;United Kingdom;22/09/2015;0
Cases;United Kingdom;22/09/2015;1
Cases;United States of America;22/09/2015;4
Deaths;United States of America;22/09/2015;1
Deaths;Senegal;22/09/2015;0
Cases;Senegal;23/09/2015;1
Deaths;Guinea;23/09/2015;2532
Cases;Guinea;23/09/2015;3800
Deaths;Italy;23/09/2015;0
Cases;Italy;23/09/2015;1
Cases;Liberia;23/09/2015;10666
Deaths;Liberia;23/09/2015;4806
Cases;Liberia 2;23/09/2015;6
Deaths;Liberia 2;23/09/2015;2
Deaths;Mali;23/09/2015;6
Cases;Mali;23/09/2015;8
Cases;Nigeria;23/09/2015;20
Deaths;Nigeria;23/09/2015;8
Deaths;Sierra Leone;23/09/2015;3955
Cases;Sierra Leone;23/09/2015;13823
Cases;Spain;23/09/2015;1
Deaths;Spain;23/09/2015;0
Deaths;United Kingdom;23/09/2015;0
Cases;United Kingdom;23/09/2015;1
Cases;United States of America;23/09/2015;4
Deaths;United States of America;23/09/2015;1
Deaths;Senegal;23/09/2015;0
Cases;Senegal;24/09/2015;1
Cases;Guinea;24/09/2015;3801
Deaths;Guinea;24/09/2015;2533
Deaths;Italy;24/09/2015;0
Cases;Italy;24/09/2015;1
Deaths;Liberia;24/09/2015;4806
Cases;Liberia;24/09/2015;10666
Cases;Liberia 2;24/09/2015;6
Deaths;Liberia 2;24/09/2015;2
Deaths;Mali;24/09/2015;6
Cases;Mali;24/09/2015;8
Cases;Nigeria;24/09/2015;20
Deaths;Nigeria;24/09/2015;8
Deaths;Sierra Leone;24/09/2015;3955
Cases;Sierra Leone;24/09/2015;13846
Cases;Spain;24/09/2015;1
Deaths;Spain;24/09/2015;0
Deaths;United Kingdom;24/09/2015;0
Cases;United Kingdom;24/09/2015;1
Cases;United States of America;24/09/2015;4
Deaths;United States of America;24/09/2015;1
Deaths;Senegal;24/09/2015;0
Cases;Senegal;25/09/2015;1
Cases;Guinea;25/09/2015;3797
Deaths;Guinea;25/09/2015;2533
Deaths;Italy;25/09/2015;0
Cases;Italy;25/09/2015;1
Cases;Liberia;25/09/2015;10666
Deaths;Liberia;25/09/2015;4806
Cases;Liberia 2;25/09/2015;6
Deaths;Liberia 2;25/09/2015;2
Deaths;Mali;25/09/2015;6
Cases;Mali;25/09/2015;8
Cases;Nigeria;25/09/2015;20
Deaths;Nigeria;25/09/2015;8
Cases;Sierra Leone;25/09/2015;13855
Deaths;Sierra Leone;25/09/2015;3955
Cases;Spain;25/09/2015;1
Deaths;Spain;25/09/2015;0
Deaths;United Kingdom;25/09/2015;0
Cases;United Kingdom;25/09/2015;1
Cases;United States of America;25/09/2015;4
Deaths;United States of America;25/09/2015;1
Deaths;Senegal;25/09/2015;0
Cases;Senegal;28/09/2015;1
Deaths;Guinea;28/09/2015;2533
Cases;Guinea;28/09/2015;3805
Deaths;Italy;28/09/2015;0
Cases;Italy;28/09/2015;1
Cases;Liberia;28/09/2015;10666
Deaths;Liberia;28/09/2015;4806
Deaths;Liberia 2;28/09/2015;2
Cases;Liberia 2;28/09/2015;6
Deaths;Mali;28/09/2015;6
Cases;Mali;28/09/2015;8
Cases;Nigeria;28/09/2015;20
Deaths;Nigeria;28/09/2015;8
Cases;Sierra Leone;28/09/2015;13894
Deaths;Sierra Leone;28/09/2015;3955
Cases;Spain;28/09/2015;1
Deaths;Spain;28/09/2015;0
Deaths;United Kingdom;28/09/2015;0
Cases;United Kingdom;28/09/2015;1
Cases;United States of America;28/09/2015;4
Deaths;United States of America;28/09/2015;1
Deaths;Senegal;28/09/2015;0
Cases;Senegal;29/09/2015;1
Cases;Guinea;29/09/2015;3805
Deaths;Guinea;29/09/2015;2533
Deaths;Italy;29/09/2015;0
Cases;Italy;29/09/2015;1
Deaths;Liberia;29/09/2015;4806
Cases;Liberia;29/09/2015;10666
Cases;Liberia 2;29/09/2015;6
Deaths;Liberia 2;29/09/2015;2
Deaths;Mali;29/09/2015;6
Cases;Mali;29/09/2015;8
Cases;Nigeria;29/09/2015;20
Deaths;Nigeria;29/09/2015;8
Deaths;Sierra Leone;29/09/2015;3955
Cases;Sierra Leone;29/09/2015;13911
Cases;Spain;29/09/2015;1
Deaths;Spain;29/09/2015;0
Deaths;United Kingdom;29/09/2015;0
Cases;United Kingdom;29/09/2015;1
Cases;United States of America;29/09/2015;4
Deaths;United States of America;29/09/2015;1
Deaths;Senegal;29/09/2015;0
Cases;Senegal;30/09/2015;1
Deaths;Guinea;30/09/2015;2533
Cases;Guinea;30/09/2015;3805
Deaths;Italy;30/09/2015;0
Cases;Italy;30/09/2015;1
Deaths;Liberia;30/09/2015;4806
Cases;Liberia;30/09/2015;10666
Cases;Liberia 2;30/09/2015;6
Deaths;Liberia 2;30/09/2015;2
Deaths;Mali;30/09/2015;6
Cases;Mali;30/09/2015;8
Cases;Nigeria;30/09/2015;20
Deaths;Nigeria;30/09/2015;8
Cases;Sierra Leone;30/09/2015;13911
Deaths;Sierra Leone;30/09/2015;3955
Cases;Spain;30/09/2015;1
Deaths;Spain;30/09/2015;0
Deaths;United Kingdom;30/09/2015;0
Cases;United Kingdom;30/09/2015;1
Cases;United States of America;30/09/2015;4
Deaths;United States of America;30/09/2015;1
Deaths;Senegal;30/09/2015;0
Cases;Senegal;1/10/2015;1
Cases;Guinea;1/10/2015;3808
Deaths;Guinea;1/10/2015;2533
Deaths;Italy;1/10/2015;0
Cases;Italy;1/10/2015;1
Deaths;Liberia;1/10/2015;4806
Cases;Liberia;1/10/2015;10666
Cases;Liberia 2;1/10/2015;6
Deaths;Liberia 2;1/10/2015;2
Deaths;Mali;1/10/2015;6
Cases;Mali;1/10/2015;8
Cases;Nigeria;1/10/2015;20
Deaths;Nigeria;1/10/2015;8
Cases;Sierra Leone;1/10/2015;13928
Deaths;Sierra Leone;1/10/2015;3955
Cases;Spain;1/10/2015;1
Deaths;Spain;1/10/2015;0
Deaths;United Kingdom;1/10/2015;0
Cases;United Kingdom;1/10/2015;1
Cases;United States of America;1/10/2015;4
Deaths;United States of America;1/10/2015;1
Deaths;Senegal;1/10/2015;0
Cases;Senegal;2/10/2015;1
Deaths;Guinea;2/10/2015;2533
Cases;Guinea;2/10/2015;3809
Deaths;Italy;2/10/2015;0
Cases;Italy;2/10/2015;1
Deaths;Liberia;2/10/2015;4806
Cases;Liberia;2/10/2015;10666
Deaths;Liberia 2;2/10/2015;2
Cases;Liberia 2;2/10/2015;6
Deaths;Mali;2/10/2015;6
Cases;Mali;2/10/2015;8
Cases;Nigeria;2/10/2015;20
Deaths;Nigeria;2/10/2015;8
Deaths;Sierra Leone;2/10/2015;3955
Cases;Sierra Leone;2/10/2015;13931
Cases;Spain;2/10/2015;1
Deaths;Spain;2/10/2015;0
Deaths;United Kingdom;2/10/2015;0
Cases;United Kingdom;2/10/2015;1
Cases;United States of America;2/10/2015;4
Deaths;United States of America;2/10/2015;1
Deaths;Senegal;2/10/2015;0
Cases;Senegal;5/10/2015;1
Cases;Guinea;5/10/2015;3804
Deaths;Guinea;5/10/2015;2534
Deaths;Italy;5/10/2015;0
Cases;Italy;5/10/2015;1
Cases;Liberia;5/10/2015;10666
Deaths;Liberia;5/10/2015;4806
Cases;Liberia 2;5/10/2015;6
Deaths;Liberia 2;5/10/2015;2
Deaths;Mali;5/10/2015;6
Cases;Mali;5/10/2015;8
Cases;Nigeria;5/10/2015;20
Deaths;Nigeria;5/10/2015;8
Cases;Sierra Leone;5/10/2015;13941
Deaths;Sierra Leone;5/10/2015;3955
Cases;Spain;5/10/2015;1
Deaths;Spain;5/10/2015;0
Deaths;United Kingdom;5/10/2015;0
Cases;United Kingdom;5/10/2015;1
Cases;United States of America;5/10/2015;4
Deaths;United States of America;5/10/2015;1
Deaths;Senegal;5/10/2015;0
Cases;Senegal;6/10/2015;1
Cases;Guinea;6/10/2015;3804
Deaths;Guinea;6/10/2015;2534
Deaths;Italy;6/10/2015;0
Cases;Italy;6/10/2015;1
Cases;Liberia;6/10/2015;10666
Deaths;Liberia;6/10/2015;4806
Cases;Liberia 2;6/10/2015;6
Deaths;Liberia 2;6/10/2015;2
Deaths;Mali;6/10/2015;6
Cases;Mali;6/10/2015;8
Cases;Nigeria;6/10/2015;20
Deaths;Nigeria;6/10/2015;8
Cases;Sierra Leone;6/10/2015;13945
Deaths;Sierra Leone;6/10/2015;3955
Cases;Spain;6/10/2015;1
Deaths;Spain;6/10/2015;0
Deaths;United Kingdom;6/10/2015;0
Cases;United Kingdom;6/10/2015;1
Cases;United States of America;6/10/2015;4
Deaths;United States of America;6/10/2015;1
Deaths;Senegal;6/10/2015;0
Cases;Senegal;7/10/2015;1
Deaths;Guinea;7/10/2015;2534
Cases;Guinea;7/10/2015;3804
Deaths;Italy;7/10/2015;0
Cases;Italy;7/10/2015;1
Deaths;Liberia;7/10/2015;4806
Cases;Liberia;7/10/2015;10666
Cases;Liberia 2;7/10/2015;6
Deaths;Liberia 2;7/10/2015;2
Deaths;Mali;7/10/2015;6
Cases;Mali;7/10/2015;8
Cases;Nigeria;7/10/2015;20
Deaths;Nigeria;7/10/2015;8
Cases;Sierra Leone;7/10/2015;13945
Deaths;Sierra Leone;7/10/2015;3955
Cases;Spain;7/10/2015;1
Deaths;Spain;7/10/2015;0
Deaths;United Kingdom;7/10/2015;0
Cases;United Kingdom;7/10/2015;1
Cases;United States of America;7/10/2015;4
Deaths;United States of America;7/10/2015;1
Deaths;Senegal;7/10/2015;0
Cases;Senegal;8/10/2015;1
Deaths;Guinea;8/10/2015;2534
Cases;Guinea;8/10/2015;3799
Deaths;Italy;8/10/2015;0
Cases;Italy;8/10/2015;1
Deaths;Liberia;8/10/2015;4806
Cases;Liberia;8/10/2015;10666
Deaths;Liberia 2;8/10/2015;2
Cases;Liberia 2;8/10/2015;6
Deaths;Mali;8/10/2015;6
Cases;Mali;8/10/2015;8
Cases;Nigeria;8/10/2015;20
Deaths;Nigeria;8/10/2015;8
Deaths;Sierra Leone;8/10/2015;3955
Cases;Sierra Leone;8/10/2015;13956
Cases;Spain;8/10/2015;1
Deaths;Spain;8/10/2015;0
Deaths;United Kingdom;8/10/2015;0
Cases;United Kingdom;8/10/2015;1
Cases;United States of America;8/10/2015;4
Deaths;United States of America;8/10/2015;1
Deaths;Senegal;8/10/2015;0
Cases;Senegal;9/10/2015;1
Cases;Guinea;9/10/2015;3800
Deaths;Guinea;9/10/2015;2534
Deaths;Italy;9/10/2015;0
Cases;Italy;9/10/2015;1
Cases;Liberia;9/10/2015;10666
Deaths;Liberia;9/10/2015;4806
Cases;Liberia 2;9/10/2015;6
Deaths;Liberia 2;9/10/2015;2
Deaths;Mali;9/10/2015;6
Cases;Mali;9/10/2015;8
Cases;Nigeria;9/10/2015;20
Deaths;Nigeria;9/10/2015;8
Deaths;Sierra Leone;9/10/2015;3955
Cases;Sierra Leone;9/10/2015;13957
Cases;Spain;9/10/2015;1
Deaths;Spain;9/10/2015;0
Deaths;United Kingdom;9/10/2015;0
Cases;United Kingdom;9/10/2015;1
Cases;United States of America;9/10/2015;4
Deaths;United States of America;9/10/2015;1
Deaths;Senegal;9/10/2015;0
Cases;Senegal;13/10/2015;1
Deaths;Guinea;13/10/2015;2534
Cases;Guinea;13/10/2015;3800
Deaths;Italy;13/10/2015;0
Cases;Italy;13/10/2015;1
Cases;Liberia;13/10/2015;10666
Deaths;Liberia;13/10/2015;4806
Deaths;Liberia 2;13/10/2015;2
Cases;Liberia 2;13/10/2015;6
Deaths;Mali;13/10/2015;6
Cases;Mali;13/10/2015;8
Cases;Nigeria;13/10/2015;20
Deaths;Nigeria;13/10/2015;8
Cases;Sierra Leone;13/10/2015;13982
Deaths;Sierra Leone;13/10/2015;3955
Cases;Spain;13/10/2015;1
Deaths;Spain;13/10/2015;0
Deaths;United Kingdom;13/10/2015;0
Cases;United Kingdom;13/10/2015;1
Cases;United States of America;13/10/2015;4
Deaths;United States of America;13/10/2015;1
Deaths;Senegal;13/10/2015;0
Cases;Senegal;15/10/2015;1
Deaths;Guinea;15/10/2015;2534
Cases;Guinea;15/10/2015;3802
Deaths;Italy;15/10/2015;0
Cases;Italy;15/10/2015;1
Cases;Liberia;15/10/2015;10666
Deaths;Liberia;15/10/2015;4806
Deaths;Liberia 2;15/10/2015;2
Cases;Liberia 2;15/10/2015;6
Deaths;Mali;15/10/2015;6
Cases;Mali;15/10/2015;8
Cases;Nigeria;15/10/2015;20
Deaths;Nigeria;15/10/2015;8
Cases;Sierra Leone;15/10/2015;13992
Deaths;Sierra Leone;15/10/2015;3955
Cases;Spain;15/10/2015;1
Deaths;Spain;15/10/2015;0
Deaths;United Kingdom;15/10/2015;0
Cases;United Kingdom;15/10/2015;1
Cases;United States of America;15/10/2015;4
Deaths;United States of America;15/10/2015;1
Deaths;Senegal;15/10/2015;0
Cases;Senegal;16/10/2015;1
Cases;Guinea;16/10/2015;3804
Deaths;Guinea;16/10/2015;2535
Deaths;Italy;16/10/2015;0
Cases;Italy;16/10/2015;1
Cases;Liberia;16/10/2015;10666
Deaths;Liberia;16/10/2015;4806
Cases;Liberia 2;16/10/2015;6
Deaths;Liberia 2;16/10/2015;2
Deaths;Mali;16/10/2015;6
Cases;Mali;16/10/2015;8
Cases;Nigeria;16/10/2015;20
Deaths;Nigeria;16/10/2015;8
Cases;Sierra Leone;16/10/2015;13992
Deaths;Sierra Leone;16/10/2015;3955
Cases;Spain;16/10/2015;1
Deaths;Spain;16/10/2015;0
Deaths;United Kingdom;16/10/2015;0
Cases;United Kingdom;16/10/2015;1
Cases;United States of America;16/10/2015;4
Deaths;United States of America;16/10/2015;1
Deaths;Senegal;16/10/2015;0
Cases;Senegal;20/10/2015;1
Cases;Guinea;20/10/2015;3803
Deaths;Guinea;20/10/2015;2535
Deaths;Italy;20/10/2015;0
Cases;Italy;20/10/2015;1
Deaths;Liberia;20/10/2015;4806
Cases;Liberia;20/10/2015;10666
Cases;Liberia 2;20/10/2015;6
Deaths;Liberia 2;20/10/2015;2
Deaths;Mali;20/10/2015;6
Cases;Mali;20/10/2015;8
Cases;Nigeria;20/10/2015;20
Deaths;Nigeria;20/10/2015;8
Deaths;Sierra Leone;20/10/2015;3955
Cases;Sierra Leone;20/10/2015;14001
Cases;Spain;20/10/2015;1
Deaths;Spain;20/10/2015;0
Deaths;United Kingdom;20/10/2015;0
Cases;United Kingdom;20/10/2015;1
Cases;United States of America;20/10/2015;4
Deaths;United States of America;20/10/2015;1
Deaths;Senegal;20/10/2015;0
Cases;Senegal;22/10/2015;1
Cases;Guinea;22/10/2015;3801
Deaths;Guinea;22/10/2015;2535
Deaths;Italy;22/10/2015;0
Cases;Italy;22/10/2015;1
Deaths;Liberia;22/10/2015;4806
Cases;Liberia;22/10/2015;10666
Cases;Liberia 2;22/10/2015;6
Deaths;Liberia 2;22/10/2015;2
Deaths;Mali;22/10/2015;6
Cases;Mali;22/10/2015;8
Cases;Nigeria;22/10/2015;20
Deaths;Nigeria;22/10/2015;8
Deaths;Sierra Leone;22/10/2015;3955
Cases;Sierra Leone;22/10/2015;14031
Cases;Spain;22/10/2015;1
Deaths;Spain;22/10/2015;0
Deaths;United Kingdom;22/10/2015;0
Cases;United Kingdom;22/10/2015;1
Cases;United States of America;22/10/2015;4
Deaths;United States of America;22/10/2015;1
Deaths;Senegal;22/10/2015;0
Cases;Senegal;23/10/2015;1
Deaths;Guinea;23/10/2015;2535
Cases;Guinea;23/10/2015;3801
Deaths;Italy;23/10/2015;0
Cases;Italy;23/10/2015;1
Cases;Liberia;23/10/2015;10666
Deaths;Liberia;23/10/2015;4806
Deaths;Liberia 2;23/10/2015;2
Cases;Liberia 2;23/10/2015;6
Deaths;Mali;23/10/2015;6
Cases;Mali;23/10/2015;8
Cases;Nigeria;23/10/2015;20
Deaths;Nigeria;23/10/2015;8
Deaths;Sierra Leone;23/10/2015;3955
Cases;Sierra Leone;23/10/2015;14038
Cases;Spain;23/10/2015;1
Deaths;Spain;23/10/2015;0
Deaths;United Kingdom;23/10/2015;0
Cases;United Kingdom;23/10/2015;1
Cases;United States of America;23/10/2015;4
Deaths;United States of America;23/10/2015;1
Deaths;Senegal;23/10/2015;0
Cases;Senegal;26/10/2015;1
Deaths;Guinea;26/10/2015;2535
Cases;Guinea;26/10/2015;3804
Deaths;Italy;26/10/2015;0
Cases;Italy;26/10/2015;1
Cases;Liberia;26/10/2015;10666
Deaths;Liberia;26/10/2015;4806
Deaths;Liberia 2;26/10/2015;2
Cases;Liberia 2;26/10/2015;6
Deaths;Mali;26/10/2015;6
Cases;Mali;26/10/2015;8
Cases;Nigeria;26/10/2015;20
Deaths;Nigeria;26/10/2015;8
